CODE;DESCRIPTION
"EV001773";"Hand mixer"
"EV001774";"Standing blender"
"EV001775";"Hand blender"
"EV001776";"5 steps"
"EV001777";"1- and 2-rows"
"EV001780";"Hand tin opener"
"EV001781";"Standing tin opener"
"EV001782";"Knife sharpener"
"EV001783";"Knife-/shears blade sharpener"
"EV001784";"Universal sharpener"
"EV001785";"Table scales"
"EV001786";"Wall scales"
"EV001787";"Citrus press"
"EV001788";"Spin juicer"
"EV001790";"Screwable"
"EV001791";"Characters 0 and 1"
"EV001792";"Plug/connector"
"EV001796";"Non-stick coated"
"EV001797";"Table grill"
"EV001798";"Grill station"
"EV001799";"Contact grill"
"EV001800";"Coated grill plate"
"EV001801";"Coated grill grid"
"EV001802";"Grill grid aluminium die-cast"
"EV001803";"Chrome plated grill grid"
"EV001806";"Espresso machine"
"EV001807";"Espresso/cappuccino"
"EV001808";"Coffee/espresso/cappuccino"
"EV001809";"Steam pressure system"
"EV001810";"Thermo block system"
"EV001811";"Pumping system"
"EV001812";"Baking oven"
"EV001813";"Baking grill"
"EV001814";"Top heat/bottom heat"
"EV001815";"Top heat/bottom heat/grill"
"EV001816";"Fan heating/grill"
"EV001817";"Household immersion heater"
"EV001818";"Travel immersion heater"
"EV001820";"Hinged mast"
"EV001821";"Warming tray"
"EV001822";"Tea light"
"EV001823";"1 step"
"EV001831";"Coffee mill"
"EV001832";"Espresso grinder"
"EV001834";"Stone-mill system"
"EV001835";"Fly cutter"
"EV001837";"Coax"
"EV001838";"Automatic preserving cooker"
"EV001839";"Electric soup pan"
"EV001843";"2-slice toaster"
"EV001844";"Long slot toaster"
"EV001845";"4-slice toaster"
"EV001846";"Permanent grease filter"
"EV001847";"Charcoal filter"
"EV001852";"Mounting base"
"EV001853";"Waffle maker"
"EV001854";"Croissant maker"
"EV001856";"Glass jug"
"EV001859";"Water filter"
"EV001861";"Floor standing rotary iron"
"EV001864";"By movement"
"EV001867";"Coffee maker"
"EV001868";"Double coffee maker"
"EV001869";"Coffee-/tea maker"
"EV001871";"Coffee maker/water cooker"
"EV001878";"Zinc/air"
"EV001881";"Satellite signal meter"
"EV001891";"Espresso/coffee"
"EV001893";"With bus bar 4-pole"
"EV001901";"Chrome sole"
"EV001910";"Foldable rotary iron"
"EV001911";"Steam rotary iron"
"EV001915";"G6.35"
"EV001917";"Various symbols"
"EV001919";"Heating cartridge system"
"EV001922";"Rail support"
"EV001923";"Coffee-/espresso grinder"
"EV001925";"Application framework"
"EV001926";"Sandwich toaster"
"EV001927";"Air humidifier"
"EV001929";"Air cleaner"
"EV001930";"Air cleaner-/humidifier"
"EV001933";"ISDN installation testing device"
"EV001949";"Safety lock opener"
"EV001951";"Battery/mains"
"EV001956";"Face massager"
"EV001957";"QWERTY keyboard"
"EV001958";"Turning wheel"
"EV001959";"Embossing"
"EV001960";"Thermal printer"
"EV001961";"1-2"
"EV001971";"Inside/outside"
"EV001983";"TNC"
"EV001986";"Food mill"
"EV001987";"Hair straightener"
"EV001989";"Micro filter"
"EV002003";"Motor safety filter"
"EV002010";"Mobile end-distributor"
"EV002024";"Crepes maker"
"EV002025";"Donut maker"
"EV002029";"Enamelled"
"EV002030";"Toaster/mini oven"
"EV002032";"Discharge lamp"
"EV002035";"Connection lug"
"EV002037";"Module"
"EV002038";"Automatic grill"
"EV002039";"Grill"
"EV002047";"Grease/odour filter"
"EV002049";"Portable black and white TV"
"EV002051";"4:3"
"EV002052";"16:9"
"EV002058";"KS screw"
"EV002063";"Viewing window"
"EV002064";"Desk console"
"EV002065";"S"
"EV002068";"Snap mounting"
"EV002069";"Z-profile"
"EV002071";"Symbol "Unlock""
"EV002072";"Symbol "+""
"EV002073";"Symbol "-""
"EV002074";"Symbol "Arrow""
"EV002079";"DIN A3"
"EV002080";"Start"
"EV002082";"Lift"
"EV002086";"Charge-/switch module"
"EV002092";"Code"
"EV002095";"VHS"
"EV002096";"S-VHS"
"EV002101";"Available"
"EV002104";"Built-in device"
"EV002108";"Instantaneous water heater"
"EV002110";"Protective hose"
"EV002111";"Holder for protective hose"
"EV002112";"S-VHS/VHS"
"EV002113";"Built-in accessories"
"EV002114";"Support bracket"
"EV002121";"TFE module"
"EV002124";"Standing blender with kitchen scales"
"EV002125";"Glow lamp"
"EV002126";"Triac"
"EV002127";"Front load"
"EV002128";"Top load"
"EV002133";"Cable guard rail"
"EV002134";"Ceiling radiator"
"EV002138";"Control tableau"
"EV002144";"Corner piece"
"EV002148";"Handgrip"
"EV002153";"Compact"
"EV002154";"Flame"
"EV002156";"Wall/floor"
"EV002157";"Wall/ceiling"
"EV002158";"Wall/ceiling/suspension"
"EV002160";"Busbar system"
"EV002162";"Micro cassette"
"EV002166";"Standard paper"
"EV002168";"Compact cassette (analogue)"
"EV002171";"VHS-C"
"EV002172";"S-VHS-C"
"EV002177";"Coaxial"
"EV002178";"Optic and coaxial"
"EV002180";"Radio receiver"
"EV002181";"World receiver"
"EV002184";"Cassette receiver"
"EV002185";"CD/cassette receiver"
"EV002192";"2-way system"
"EV002193";"3-way system"
"EV002198";"CD receiver"
"EV002201";"Perforated plate"
"EV002202";"Capacitor microphone"
"EV002203";"Dynamic microphone"
"EV002204";"Cardioid"
"EV002205";"Round/globe"
"EV002208";"Air extraction"
"EV002217";"Inversion fitting"
"EV002218";"Inversion fitting with flex pipe"
"EV002219";"Inversion fitting with pipe support"
"EV002226";"Nonwoven fabric"
"EV002229";"Acrylic"
"EV002231";"Carbon filter"
"EV002232";"Vapour filter"
"EV002233";"3 lines"
"EV002234";"12 digits"
"EV002235";"Mains power supply"
"EV002238";"Equipment panel"
"EV002239";"Loudspeaker mixing panel"
"EV002242";"Glass ceramic"
"EV002243";"Steel enamelled"
"EV002253";"Catalytic"
"EV002254";"Pyrolytic"
"EV002257";"Standard hotplate"
"EV002258";"High-speed hotplate"
"EV002259";"Automatic hot plate"
"EV002260";"Capillary tube controller"
"EV002269";"Television/video table"
"EV002270";"HiFi rack"
"EV002277";"Built-in lamp holder"
"EV002279";"Line amplifier"
"EV002280";"Pre-amplifier"
"EV002282";"Combination amplifier"
"EV002290";"Adapter kit"
"EV002294";"HiFi system"
"EV002295";"HiFi Midi-system"
"EV002296";"HiFi Mini-system"
"EV002297";"HiFi Microsystem"
"EV002302";"Surround system"
"EV002303";"HiFi loudspeaker system"
"EV002305";"Fax selector"
"EV002307";"S0-Modul"
"EV002308";"ISDN phases testing device"
"EV002309";"S-Bus tester"
"EV002310";"LED/LCD/acoustic"
"EV002311";"24 digits"
"EV002313";"LSA Profile"
"EV002314";"Horizontal"
"EV002315";"Under frame"
"EV002320";"Fully-automatic"
"EV002321";"Programmable pocket calculator"
"EV002325";"Desk calculator"
"EV002326";"Energized electrode"
"EV002327";"Active substance tips"
"EV002328";"Sound pressure"
"EV002333";"Adhesive foil"
"EV002335";"Semi automatic"
"EV002338";"Evaporation"
"EV002341";"CEE built-in installation box"
"EV002360";"Clamping/screw mounting"
"EV002392";"5"
"EV002393";"6"
"EV002394";"9"
"EV002400";"Plug-in mounting"
"EV002401";"Ceramics/metal"
"EV002406";"Bus connection terminal"
"EV002407";"Group push button"
"EV002409";"Single/double-sided"
"EV002411";"H1"
"EV002412";"H3"
"EV002413";"P14.5s"
"EV002414";"PK22s"
"EV002415";"GZ10"
"EV002416";"Direct/indirect"
"EV002421";"Application segment"
"EV002422";"Revolving contact"
"EV002437";"Conical"
"EV002439";"Cosmetic mirror"
"EV002440";"Clothes shaver"
"EV002445";"Grease deflector"
"EV002446";"1 razor head"
"EV002451";"Mains/Battery/Accumulator"
"EV002453";"Circuit breaker installation unit, 4-fold"
"EV002456";"Haircutting kit"
"EV002457";"Foot massager"
"EV002458";"Chrome-nickel steel"
"EV002487";"Metallic sole"
"EV002489";"Impulse insert"
"EV002517";"Automatic grill with 2 hotplates"
"EV002518";"Extension module"
"EV002519";"Main module"
"EV002521";"Steel nickel plated grill grid"
"EV002524";"All-purpose countersunk screw"
"EV002525";"Semi round head all-purpose screws"
"EV002526";"Semi round head wood screws"
"EV002528";"Distance holder"
"EV002531";"Corrosion protection tape 50 mm"
"EV002532";"Corrosion protection tape 100 mm"
"EV002535";"Construction/installation"
"EV002536";"Cable pulling system"
"EV002537";"5x6 mm²"
"EV002539";"Cleaning/degreasing"
"EV002540";"Cleaning"
"EV002541";"Dissolve glue"
"EV002542";"Insulation"
"EV002543";"Greasing"
"EV002544";"Protection/lubrication"
"EV002546";"Refrigeration"
"EV002547";"PC-work stations"
"EV002548";"Galvanized surfaces"
"EV002549";"Electrical connections"
"EV002550";"Contact grease"
"EV002551";"Slide contacts"
"EV002555";"Foam pistol"
"EV002556";"Not possible"
"EV002557";"Base station"
"EV002558";"Single conductor terminal"
"EV002559";"Double conductor terminal"
"EV002560";"Service clamp"
"EV002561";"Light control system set"
"EV002568";"Plastic box"
"EV002569";"Metal box"
"EV002570";"Fluorescent lamp"
"EV002571";"Cinch"
"EV002572";"Jack plug"
"EV002573";"Scart"
"EV002577";"LED/acoustic"
"EV002579";"Wall-mounted distributor"
"EV002585";"Light controller/light sensor"
"EV002591";"Interception tip"
"EV002592";"Interception rod"
"EV002599";"Gutter"
"EV002600";"Clamp trestle"
"EV002601";"Clamping shoe"
"EV002604";"Wall text plate"
"EV002606";"Fire protection plate"
"EV002607";"Sealing plate"
"EV002610";"Wind sensor"
"EV002618";"12 V DC"
"EV002619";"Plaster spatula"
"EV002620";"Palette-knife"
"EV002621";"Push fit plug"
"EV002622";"Push button, normally closed"
"EV002623";"Roll"
"EV002626";"Free standing distributor"
"EV002627";"Distributor enclosure"
"EV002633";"Permanent filter"
"EV002636";"1 to 0"
"EV002637";"A to L"
"EV002638";"1 to 100"
"EV002639";"2x 1 to 0"
"EV002642";"1 to 10"
"EV002646";"Single"
"EV002649";"Distributor box"
"EV002651";"ISDN testing device"
"EV002656";"Electronic light controller"
"EV002657";"Twisted Pair cable tester"
"EV002658";"Cat-6 certification set"
"EV002659";"Fibre optic certification set"
"EV002660";"Imprinting software"
"EV002670";"S-VHS-C/VHS-C"
"EV002672";"Video recorder"
"EV002679";"E2000"
"EV002683";"Connection tester"
"EV002685";"8x20, 230 V (F-shape)"
"EV002686";"8x8, 230 V (G-shape)"
"EV002687";"6x8, 230 V (H-shape)"
"EV002689";"Mini Disc"
"EV002690";"6x8, 230 V (H-shape, 3-pole)"
"EV002692";"Nickel metal hydride"
"EV002694";"PC-CD-recordable"
"EV002695";"Audio CD-recordable"
"EV002696";"PC-CD-rewritable"
"EV002699";"8x13, 230 V, 3-pole"
"EV002700";"8"
"EV002701";"Circuit breaker installation unit, 9-fold"
"EV002704";"Converter"
"EV002708";"PVC-U"
"EV002719";"5x4 mm²"
"EV002720";"Double bit"
"EV002721";"Three-square"
"EV002723";"Modular Jack"
"EV002724";"Fibre optic assembly"
"EV002726";"BNC plug"
"EV002727";"Protective contact (SCHUKO)"
"EV002729";"CEE"
"EV002731";"Fibre optic laser generator"
"EV002732";"MT-RJ"
"EV002749";"Separate"
"EV002750";"Removable"
"EV002755";"Steel plate/plastic"
"EV002761";"Dimming actuator"
"EV002763";"Double LC display"
"EV002764";"1 digit LED"
"EV002768";"R20"
"EV002769";"R14"
"EV002770";"R6"
"EV002771";"2R10"
"EV002772";"3 R 12"
"EV002773";"6 F 22"
"EV002774";"LR 20"
"EV002775";"LR 14"
"EV002776";"LR 6"
"EV002777";"LR 03"
"EV002778";"6 LR 61"
"EV002779";"4 R 25"
"EV002780";"6 F 100"
"EV002781";"4 LR 61"
"EV002782";"4 R 25/2"
"EV002783";"LR 1"
"EV002784";"R20 P"
"EV002785";"R14 P"
"EV002786";"R6P"
"EV002787";"6 F 22 P"
"EV002788";"3 R 12 P"
"EV002789";"2R10 P"
"EV002790";"R20 S"
"EV002791";"R14 S"
"EV002792";"R6S"
"EV002793";"6 F 22 S"
"EV002794";"3 R 12 S"
"EV002795";"R6NM"
"EV002796";"R03NM"
"EV002797";"7 R 22 NM"
"EV002798";"CR 2430"
"EV002799";"LR 54"
"EV002800";"SR 41"
"EV002801";"SR 59"
"EV002802";"SR 43"
"EV002803";"SR 58"
"EV002804";"SR 55"
"EV002805";"SR 44"
"EV002806";"SR 54"
"EV002807";"SR 48"
"EV002808";"SR 42"
"EV002809";"SR 57"
"EV002810";"SR 60"
"EV002811";"4 SR 44"
"EV002812";"LR 55"
"EV002813";"LR 43"
"EV002814";"LR 44"
"EV002815";"CR 1620"
"EV002816";"CR 2025"
"EV002817";"CR 2032"
"EV002818";"4 LR 44"
"EV002819";"SR 45"
"EV002820";"SR 66"
"EV002821";"CR 2016"
"EV002822";"CR 12600"
"EV002823";"2 CR 5"
"EV002824";"CR-P 2"
"EV002825";"CR 17345"
"EV002826";"SR 67"
"EV002827";"SR 62"
"EV002828";"SR 65"
"EV002829";"SR 64"
"EV002830";"SR 69"
"EV002831";"D/UM-1"
"EV002832";"C/UM-2"
"EV002833";"AA/UM-3"
"EV002834";"D/AM 1"
"EV002835";"C/AM 2"
"EV002836";"AA/AM 3"
"EV002837";"AAA/AM 4"
"EV002838";"6 AM 6"
"EV002839";"J/7 K 67"
"EV002840";"G 10"
"EV002841";"LR 9"
"EV002842";"RW 37/SR 41 SW"
"EV002843";"RW 411/SR 726 W"
"EV002844";"RW 311/SR 726 SW"
"EV002845";"RW 34/SR 43 SW"
"EV002846";"RW 310/SR 721 SW"
"EV002847";"RW 30/SR 1120 SW"
"EV002848";"RW 42/SR 44 SW"
"EV002849";"RW 39/SR 1130 SW"
"EV002850";"RW 49/SR 1130 W"
"EV002851";"RW 48/SR 754 W"
"EV002852";"RW 47/SR 41 W"
"EV002853";"RW 44/SR 43 W"
"EV002854";"RW 40/SR 1120 W"
"EV002855";"RW 32/SR 44 W"
"EV002856";"RW 36"
"EV002857";"RW 313/SR 927 SW"
"EV002858";"RW 320/SR 621 SW"
"EV002859";"4 G-13"
"EV002860";"G 8"
"EV002863";"RW 33/SR 936 SW"
"EV002864";"RW 329/SR 626 SW"
"EV002865";"RW 413/SR 927 SW"
"EV002866";"RW 38/SR 754 SW"
"EV002867";"RW 316/SR 716 SW"
"EV002868";"SR 516 SW/RW 326"
"EV002869";"RW 321/SR 616 SW"
"EV002870";"SR 527 SW/RW 335"
"EV002871";"RW 315/SR 920 SW"
"EV002872";"SR 68"
"EV002873";"RW 317/SR 916 SW"
"EV002874";"RW 327/SR 521 SW"
"EV002875";"SR 63"
"EV002876";"CR 1220"
"EV002877";"CR 1616"
"EV002878";"PR 48"
"EV002879";"CR 2320"
"EV002880";"CR 2450"
"EV002881";"PR 41"
"EV002882";"RW 415/SR 920 W"
"EV002883";"PR 44"
"EV002884";"PR 70"
"EV002888";"Steam curl brush"
"EV002889";"Steam curling tong"
"EV002895";"Multi mode/single mode"
"EV002897";"Spiral plug"
"EV002898";"Expanding plug"
"EV002903";"T-profile"
"EV002905";"Air circulation operation"
"EV002917";"Lamp holder with NSS bus contact"
"EV002918";"Connection element and lamp holder"
"EV002929";"Token ring"
"EV002933";"Reflection meter OTDR 850 nm"
"EV002934";"Reflection meter OTDR 1300/850 nm"
"EV002935";"Cat-5 certification set"
"EV002936";"Thermo-splice protection"
"EV002937";"Crimp splice protection"
"EV002939";"Unprinted"
"EV002947";"6 mm"
"EV002948";"AS 400"
"EV002960";"19 mm"
"EV002962";"50 mm"
"EV002964";"BNC, 50 Ohm"
"EV002965";"BNC, 75 Ohm"
"EV002968";"IBM 3270"
"EV002969";"BNC, 93 Ohm"
"EV002971";"XLR"
"EV002973";"Duct slider"
"EV002974";"Plant light"
"EV002979";"Steel wire grid"
"EV002980";"Fibre silicate plate"
"EV002982";"Closed with prestamping"
"EV002993";"a/b-module"
"EV002994";"Power failure module"
"EV002996";"Answering machine module"
"EV002997";"Remote control device"
"EV002998";"2 wings"
"EV003005";"Empty housing"
"EV003024";"Cover disc"
"EV003025";"Radiator valve"
"EV003029";"Fondue"
"EV003030";"Wok"
"EV003031";"Fondue/wok"
"EV003032";"G8.5"
"EV003033";"Floor console"
"EV003041";"Circuit breaker installation unit, 3-fold"
"EV003046";"Glue"
"EV003052";"1-way system"
"EV003057";"Galvanic copper plated"
"EV003058";"Corrugated sheet roof"
"EV003074";"Symbol "Tip""
"EV003079";"Power-cut-out switch"
"EV003086";"Exterior coupler"
"EV003088";"Lithium"
"EV003089";"CR 123 A"
"EV003090";"CR 1/3 N"
"EV003091";"Wide Flood"
"EV003092";"4 mm"
"EV003095";"With bus bar 5-pole"
"EV003099";"Round connector M 12"
"EV003102";"Rotating toaster"
"EV003105";"a/b-/System telephone module"
"EV003106";"Multi device connection"
"EV003107";"Multi device-/system connection"
"EV003111";"System port"
"EV003112";"S0-Port"
"EV003114";"Natural gas"
"EV003115";"Propane gas"
"EV003126";"Toaster/sandwich toaster"
"EV003127";"Electronic label maker"
"EV003128";"Electronic cable labeller"
"EV003129";"CD labelling system"
"EV003130";"Printer dependent"
"EV003131";"10x3 mm"
"EV003136";"Solder/plug-in"
"EV003137";"Adjustable"
"EV003138";"Surface mounted/recessed mounted/partially recessed mounted"
"EV003152";"Signalling panel"
"EV003155";"Series push button"
"EV003156";"Middle part"
"EV003157";"Cover"
"EV003158";"Base unit"
"EV003160";"Leakage sensor"
"EV003164";"Trunk line (local loop) module"
"EV003165";"Duct installation unit"
"EV003169";"50x50 mm"
"EV003170";"Duct outlet socket/switch"
"EV003171";"Data-/telecommunications duct socket outlet"
"EV003175";"Name-plate with cover plate"
"EV003176";"Roll baker"
"EV003182";"Headset"
"EV003183";"Over-the-ear headset"
"EV003184";"Pancake maker"
"EV003186";"Duct fire partitioning"
"EV003187";"Wall duct"
"EV003188";"Hotel card"
"EV003189";"2x socket outlet with protective contact (SCHUKO)"
"EV003190";"4x socket outlet with protective contact (SCHUKO)"
"EV003191";"1x change over switch"
"EV003192";"1x series switch"
"EV003196";"2x socket outlet with protective contact (SCHUKO) and overvoltage protection"
"EV003197";"2x RJ45 8(4)"
"EV003198";"2x TAE 2x6 NF"
"EV003199";"2x antenna connection"
"EV003200";"Steel sliding-sole"
"EV003202";"Installation housing"
"EV003211";"Lance"
"EV003217";"4-fold crown"
"EV003218";"Waffle"
"EV003220";"30° point"
"EV003224";"Flat head"
"EV003225";"Polyoxymethylene (POM)"
"EV003230";"Single room temperature regulator"
"EV003231";"G22"
"EV003240";"Media coupler"
"EV003241";"Banana bus"
"EV003243";"Signalling group terminal"
"EV003251";"Grounding block double"
"EV003253";"Double shielded"
"EV003258";"Torx"
"EV003264";"ESCON"
"EV003267";"Corner"
"EV003268";"Compact fluorescent lamp"
"EV003269";"C2.4W"
"EV003270";"EP10"
"EV003271";"C0.6W"
"EV003272";"Hose"
"EV003274";"Screw lamp holder"
"EV003279";"Earthing block"
"EV003281";"Wet-/dry shaver/epilator"
"EV003295";"M"
"EV003296";"XL"
"EV003297";"XXL"
"EV003301";"50"
"EV003323";"Headband"
"EV003332";"4-pole"
"EV003334";"Clamp/busbar"
"EV003336";"S-profile"
"EV003341";"GZX4"
"EV003346";"X511"
"EV003347";"H4"
"EV003348";"P43t"
"EV003352";"4 R 25 P"
"EV003353";"Combi"
"EV003354";"Silver oxide"
"EV003355";"CR 2"
"EV003356";"SR 731 SW"
"EV003357";"SR 626"
"EV003358";"SR 936"
"EV003359";"8 LR 932"
"EV003365";"G3"
"EV003369";"Emergency lighting lamp holder"
"EV003371";"Smart Media Card"
"EV003373";"Pull switch lamp holder"
"EV003374";"Double lamp holder"
"EV003383";"Closing cap"
"EV003384";"Support angle"
"EV003385";"Signalling and operating panel"
"EV003387";"R 03"
"EV003388";"BA20s"
"EV003389";"Earthing connection"
"EV003391";"Roof antenna"
"EV003392";"GY9.5"
"EV003393";"GX9.5"
"EV003394";"GY16"
"EV003395";"G38"
"EV003402";"Cold adhesion method"
"EV003404";"Chain hoist door opener"
"EV003405";"Tube mounting"
"EV003407";"Symbol "III""
"EV003408";"T-distributor"
"EV003411";"HS3"
"EV003412";"PX13.5s"
"EV003413";"Tubing kit"
"EV003416";"Plug - protective housing"
"EV003420";"60"
"EV003422";"90"
"EV003427";"110"
"EV003428";"24"
"EV003429";"26"
"EV003430";"27"
"EV003432";"XXXL"
"EV003434";"NPN"
"EV003436";"Clamping bracket"
"EV003440";"BA7s"
"EV003446";"Soapstone"
"EV003450";"Cable tie"
"EV003454";"Galvanic/electrolytic zinc plated"
"EV003458";"Caoutchouc"
"EV003459";"Stand-by starting automatic"
"EV003463";"Fax switch"
"EV003479";"Bridging lip"
"EV003481";"Retractable antenna"
"EV003482";"Window clip-mount antenna"
"EV003483";"Automatic antenna"
"EV003484";"Television antenna"
"EV003485";"Rear mount antenna"
"EV003495";"Permanent metal filter"
"EV003496";"With round duct flag"
"EV003498";"2 sides punched"
"EV003501";"3/8 inch"
"EV003502";"3/4 inch"
"EV003503";"1 inch"
"EV003504";"1 1/4 inch"
"EV003508";"Bitumen"
"EV003509";"Rust solution"
"EV003510";"Fluid temperature monitoring"
"EV003511";"Brass/copper"
"EV003518";"Module rack"
"EV003519";"Freestanding model suitable for built-in"
"EV003520";"Duct shears"
"EV003525";"IEEE 802.11"
"EV003530";"Z"
"EV003547";"Plastic bag"
"EV003566";"R-SMA"
"EV003570";"Mini OTDR 1310/1550 nm"
"EV003571";"Touch screen"
"EV003572";"Mini OTDR 850/1300 nm"
"EV003573";"OTDR, basic device"
"EV003577";"Fa8"
"EV003578";"R17d"
"EV003579";"R18s"
"EV003580";"90-100"
"EV003581";"80-89"
"EV003582";"70-79"
"EV003583";"60-69"
"EV003584";"40-59"
"EV003585";"20-39"
"EV003586";"PG12-3"
"EV003587";"G5.3"
"EV003588";"G24"
"EV003589";"GY5.3"
"EV003591";"Tube, single-ended"
"EV003592";"E40-POS"
"EV003593";"KX10s"
"EV003594";"KY10s"
"EV003595";"X515"
"EV003596";"B22d3"
"EV003597";"Medium Flood"
"EV003598";"E12"
"EV003599";"BA20d"
"EV003600";"S15s"
"EV003601";"Twisted"
"EV003602";"Double"
"EV003606";"Foil"
"EV003607";"Braiding"
"EV003608";"Pozidriv PZ"
"EV003609";"Purple"
"EV003613";"Loudspeaker"
"EV003615";"Primed"
"EV003618";"Low"
"EV003619";"High"
"EV003622";"Positions"
"EV003624";"Venetian blind"
"EV003627";"Push button/touch control button"
"EV003629";"SAT"
"EV003630";"Bore hole"
"EV003634";"Round/square"
"EV003635";"Plastic sheathed"
"EV003638";"Nail"
"EV003639";"Nail screw"
"EV003642";"Tube shape (closed)"
"EV003643";"Profile (open)"
"EV003644";"For plug-in"
"EV003645";"Drive in type"
"EV003649";"45°"
"EV003650";"90°"
"EV003651";"Post top"
